Date,isVacation,,,,,計算年度,國定假日,,補班日,
2019/10/2,FALSE,,,,,,,,,
2019/10/3,FALSE,,,,,,,,,
2019/10/4,FALSE,,,,,,,,,
2019/10/5,FALSE,,,,,,,,,
2019/10/6,TRUE,,,,,,,,,
2019/10/7,FALSE,,,,,,,,,
2019/10/8,FALSE,,,,,,,,,
2019/10/9,FALSE,,,,,,,,,
2019/10/10,TRUE,,,,,,,,,
2019/10/11,TRUE,,,,,,,,,
2019/10/12,TRUE,,,,,,,,,
2019/10/13,TRUE,,,,,,,,,
2019/10/14,FALSE,,,,,,,,,
2019/10/15,FALSE,,,,,,,,,
2019/10/16,FALSE,,,,,,,,,
2019/10/17,FALSE,,,,,,,,,
2019/10/18,FALSE,,,,,,,,,
2019/10/19,TRUE,,,,,,,,,
2019/10/20,TRUE,,,,,,,,,
2019/10/21,FALSE,,,,,,,,,
2019/10/22,FALSE,,,,,,,,,
2019/10/23,FALSE,,,,,,,,,
2019/10/24,FALSE,,,,,,,,,
2019/10/25,FALSE,,,,,,,,,
2019/10/26,TRUE,,,,,,,,,
2019/10/27,TRUE,,,,,,,,,
2019/10/28,FALSE,,,,,,,,,
2019/10/29,FALSE,,,,,,,,,
2019/10/30,FALSE,,,,,,,,,
2019/10/31,FALSE,,,,,,,,,
2019/11/1,FALSE,,,,,,,,,
2019/11/2,TRUE,,,,,,,,,
2019/11/3,TRUE,,,,,,,,,
2019/11/4,FALSE,,,,,,,,,
2019/11/5,FALSE,,,,,,,,,
2019/11/6,FALSE,,,,,,,,,
2019/11/7,FALSE,,,,,,,,,
2019/11/8,FALSE,,,,,,,,,
2019/11/9,TRUE,,,,,,,,,
2019/11/10,TRUE,,,,,,,,,
2019/11/11,FALSE,,,,,,,,,
2019/11/12,FALSE,,,,,,,,,
2019/11/13,FALSE,,,,,,,,,
2019/11/14,FALSE,,,,,,,,,
2019/11/15,FALSE,,,,,,,,,
2019/11/16,TRUE,,,,,,,,,
2019/11/17,TRUE,,,,,,,,,
2019/11/18,FALSE,,,,,,,,,
2019/11/19,FALSE,,,,,,,,,
2019/11/20,FALSE,,,,,,,,,
2019/11/21,FALSE,,,,,,,,,
2019/11/22,FALSE,,,,,,,,,
2019/11/23,TRUE,,,,,,,,,
2019/11/24,TRUE,,,,,,,,,
2019/11/25,FALSE,,,,,,,,,
2019/11/26,FALSE,,,,,,,,,
2019/11/27,FALSE,,,,,,,,,
2019/11/28,FALSE,,,,,,,,,
2019/11/29,FALSE,,,,,,,,,
2019/11/30,TRUE,,,,,,,,,
2019/12/1,TRUE,,,,,,,,,
2019/12/2,FALSE,,,,,,,,,
2019/12/3,FALSE,,,,,,,,,
2019/12/4,FALSE,,,,,,,,,
2019/12/5,FALSE,,,,,,,,,
2019/12/6,FALSE,,,,,,,,,
2019/12/7,TRUE,,,,,,,,,
2019/12/8,TRUE,,,,,,,,,
2019/12/9,FALSE,,,,,,,,,
2019/12/10,FALSE,,,,,,,,,
2019/12/11,FALSE,,,,,,,,,
2019/12/12,FALSE,,,,,,,,,
2019/12/13,FALSE,,,,,,,,,
2019/12/14,TRUE,,,,,,,,,
2019/12/15,TRUE,,,,,,,,,
2019/12/16,FALSE,,,,,,,,,
2019/12/17,FALSE,,,,,,,,,
2019/12/18,FALSE,,,,,,,,,
2019/12/19,FALSE,,,,,,,,,
2019/12/20,FALSE,,,,,,,,,
2019/12/21,TRUE,,,,,,,,,
2019/12/22,TRUE,,,,,,,,,
2019/12/23,FALSE,,,,,,,,,
2019/12/24,FALSE,,,,,,,,,
2019/12/25,FALSE,,,,,,,,,
2019/12/26,FALSE,,,,,,,,,
2019/12/27,FALSE,,,,,,,,,
2019/12/28,TRUE,,,,,,,,,
2019/12/29,TRUE,,,,,,,,,
2019/12/30,FALSE,,,,,,,,,
2019/12/31,FALSE,,,,,,,,,
2020/1/1,TRUE,,,,,,,,,
2020/1/2,FALSE,,,,,,,,,
2020/1/3,FALSE,,,,,,,,,
2020/1/4,TRUE,,,,,,,,,
2020/1/5,TRUE,,,,,,,,,
2020/1/6,FALSE,,,,,,,,,
2020/1/7,FALSE,,,,,,,,,
2020/1/8,FALSE,,,,,,,,,
2020/1/9,FALSE,,,,,,,,,
2020/1/10,FALSE,,,,,,,,,
2020/1/11,TRUE,,,,,,,,,
2020/1/12,TRUE,,,,,,,,,
2020/1/13,FALSE,,,,,,,,,
2020/1/14,FALSE,,,,,,,,,
2020/1/15,FALSE,,,,,,,,,
2020/1/16,FALSE,,,,,,,,,
2020/1/17,FALSE,,,,,,,,,
2020/1/18,TRUE,,,,,,,,,
2020/1/19,TRUE,,,,,,,,,
2020/1/20,FALSE,,,,,,,,,
2020/1/21,FALSE,,,,,,,,,
2020/1/22,FALSE,,,,,,,,,
2020/1/23,FALSE,,,,,,,,,
2020/1/24,TRUE,,,,,,,,,
2020/1/25,TRUE,,,,,,,,,
2020/1/26,TRUE,,,,,,,,,
2020/1/27,TRUE,,,,,,,,,
2020/1/28,FALSE,,,,,,,,,
2020/1/29,FALSE,,,,,,,,,
2020/1/30,FALSE,,,,,,,,,
2020/1/31,FALSE,,,,,,,,,
2020/2/1,TRUE,,,,,,,,,
2020/2/2,TRUE,,,,,,,,,
2020/2/3,FALSE,,,,,,,,,
2020/2/4,FALSE,,,,,,,,,
2020/2/5,FALSE,,,,,,,,,
2020/2/6,FALSE,,,,,,,,,
2020/2/7,FALSE,,,,,,,,,
2020/2/8,TRUE,,,,,,,,,
2020/2/9,TRUE,,,,,,,,,
2020/2/10,FALSE,,,,,,,,,
2020/2/11,FALSE,,,,,,,,,
2020/2/12,FALSE,,,,,,,,,
2020/2/13,FALSE,,,,,,,,,
2020/2/14,FALSE,,,,,,,,,
2020/2/15,TRUE,,,,,,,,,
2020/2/16,TRUE,,,,,,,,,
2020/2/17,FALSE,,,,,,,,,
2020/2/18,FALSE,,,,,,,,,
2020/2/19,FALSE,,,,,,,,,
2020/2/20,FALSE,,,,,,,,,
2020/2/21,FALSE,,,,,,,,,
2020/2/22,TRUE,,,,,,,,,
2020/2/23,TRUE,,,,,,,,,
2020/2/24,FALSE,,,,,,,,,
2020/2/25,FALSE,,,,,,,,,
2020/2/26,FALSE,,,,,,,,,
2020/2/27,FALSE,,,,,,,,,
2020/2/28,TRUE,,,,,,,,,
2020/2/29,TRUE,,,,,,,,,
2020/3/1,TRUE,,,,,,,,,
2020/3/2,FALSE,,,,,,,,,
2020/3/3,FALSE,,,,,,,,,
2020/3/4,FALSE,,,,,,,,,
2020/3/5,FALSE,,,,,,,,,
2020/3/6,FALSE,,,,,,,,,
2020/3/7,TRUE,,,,,,,,,
2020/3/8,TRUE,,,,,,,,,
2020/3/9,FALSE,,,,,,,,,
2020/3/10,FALSE,,,,,,,,,
2020/3/11,FALSE,,,,,,,,,
2020/3/12,FALSE,,,,,,,,,
2020/3/13,FALSE,,,,,,,,,
2020/3/14,TRUE,,,,,,,,,
2020/3/15,TRUE,,,,,,,,,
2020/3/16,FALSE,,,,,,,,,
2020/3/17,FALSE,,,,,,,,,
2020/3/18,FALSE,,,,,,,,,
2020/3/19,FALSE,,,,,,,,,
2020/3/20,FALSE,,,,,,,,,
2020/3/21,TRUE,,,,,,,,,
2020/3/22,TRUE,,,,,,,,,
2020/3/23,FALSE,,,,,,,,,
2020/3/24,FALSE,,,,,,,,,
2020/3/25,FALSE,,,,,,,,,
2020/3/26,FALSE,,,,,,,,,
2020/3/27,FALSE,,,,,,,,,
2020/3/28,TRUE,,,,,,,,,
2020/3/29,TRUE,,,,,,,,,
2020/3/30,FALSE,,,,,,,,,
2020/3/31,FALSE,,,,,,,,,
2020/4/1,FALSE,,,,,,,,,
2020/4/2,TRUE,,,,,,,,,
2020/4/3,TRUE,,,,,,,,,
2020/4/4,TRUE,,,,,,,,,
2020/4/5,TRUE,,,,,,,,,
2020/4/6,FALSE,,,,,,,,,
2020/4/7,FALSE,,,,,,,,,
2020/4/8,FALSE,,,,,,,,,
2020/4/9,FALSE,,,,,,,,,
2020/4/10,FALSE,,,,,,,,,
2020/4/11,TRUE,,,,,,,,,
2020/4/12,TRUE,,,,,,,,,
2020/4/13,FALSE,,,,,,,,,
2020/4/14,FALSE,,,,,,,,,
2020/4/15,FALSE,,,,,,,,,
2020/4/16,FALSE,,,,,,,,,
2020/4/17,FALSE,,,,,,,,,
2020/4/18,TRUE,,,,,,,,,
2020/4/19,TRUE,,,,,,,,,
2020/4/20,FALSE,,,,,,,,,
2020/4/21,FALSE,,,,,,,,,
2020/4/22,FALSE,,,,,,,,,
2020/4/23,FALSE,,,,,,,,,
2020/4/24,FALSE,,,,,,,,,
2020/4/25,TRUE,,,,,,,,,
2020/4/26,TRUE,,,,,,,,,
2020/4/27,FALSE,,,,,,,,,
2020/4/28,FALSE,,,,,,,,,
2020/4/29,FALSE,,,,,,,,,
2020/4/30,FALSE,,,,,,,,,
2020/5/1,TRUE,,,,,,,,,
2020/5/2,TRUE,,,,,,,,,
2020/5/3,TRUE,,,,,,,,,
2020/5/4,FALSE,,,,,,,,,
2020/5/5,FALSE,,,,,,,,,
2020/5/6,FALSE,,,,,,,,,
2020/5/7,FALSE,,,,,,,,,
2020/5/8,FALSE,,,,,,,,,
2020/5/9,TRUE,,,,,,,,,
2020/5/10,TRUE,,,,,,,,,
2020/5/11,FALSE,,,,,,,,,
2020/5/12,FALSE,,,,,,,,,
2020/5/13,FALSE,,,,,,,,,
2020/5/14,FALSE,,,,,,,,,
2020/5/15,FALSE,,,,,,,,,
2020/5/16,TRUE,,,,,,,,,
2020/5/17,TRUE,,,,,,,,,
2020/5/18,FALSE,,,,,,,,,
2020/5/19,FALSE,,,,,,,,,
2020/5/20,FALSE,,,,,,,,,
2020/5/21,FALSE,,,,,,,,,
2020/5/22,FALSE,,,,,,,,,
2020/5/23,TRUE,,,,,,,,,
2020/5/24,TRUE,,,,,,,,,
2020/5/25,FALSE,,,,,,,,,
2020/5/26,FALSE,,,,,,,,,
2020/5/27,FALSE,,,,,,,,,
2020/5/28,FALSE,,,,,,,,,
2020/5/29,FALSE,,,,,,,,,
2020/5/30,TRUE,,,,,,,,,
2020/5/31,TRUE,,,,,,,,,
2020/6/1,FALSE,,,,,,,,,
2020/6/2,FALSE,,,,,,,,,
2020/6/3,FALSE,,,,,,,,,
2020/6/4,FALSE,,,,,,,,,
2020/6/5,FALSE,,,,,,,,,
2020/6/6,TRUE,,,,,,,,,
2020/6/7,TRUE,,,,,,,,,
2020/6/8,FALSE,,,,,,,,,
2020/6/9,FALSE,,,,,,,,,
2020/6/10,FALSE,,,,,,,,,
2020/6/11,FALSE,,,,,,,,,
2020/6/12,FALSE,,,,,,,,,
2020/6/13,TRUE,,,,,,,,,
2020/6/14,TRUE,,,,,,,,,
2020/6/15,FALSE,,,,,,,,,
2020/6/16,FALSE,,,,,,,,,
2020/6/17,FALSE,,,,,,,,,
2020/6/18,FALSE,,,,,,,,,
2020/6/19,FALSE,,,,,,,,,
2020/6/20,FALSE,,,,,,,,,
2020/6/21,TRUE,,,,,,,,,
2020/6/22,FALSE,,,,,,,,,
2020/6/23,FALSE,,,,,,,,,
2020/6/24,FALSE,,,,,,,,,
2020/6/25,TRUE,,,,,,,,,
2020/6/26,TRUE,,,,,,,,,
2020/6/27,TRUE,,,,,,,,,
2020/6/28,TRUE,,,,,,,,,
2020/6/29,FALSE,,,,,,,,,
2020/6/30,FALSE,,,,,,,,,
2020/7/1,FALSE,,,,,,,,,
2020/7/2,FALSE,,,,,,,,,
2020/7/3,FALSE,,,,,,,,,
2020/7/4,TRUE,,,,,,,,,
2020/7/5,TRUE,,,,,,,,,
2020/7/6,FALSE,,,,,,,,,
2020/7/7,FALSE,,,,,,,,,
2020/7/8,FALSE,,,,,,,,,
2020/7/9,FALSE,,,,,,,,,
2020/7/10,FALSE,,,,,,,,,
2020/7/11,TRUE,,,,,,,,,
2020/7/12,TRUE,,,,,,,,,
2020/7/13,FALSE,,,,,,,,,
2020/7/14,FALSE,,,,,,,,,
2020/7/15,FALSE,,,,,,,,,
2020/7/16,FALSE,,,,,,,,,
2020/7/17,FALSE,,,,,,,,,
2020/7/18,TRUE,,,,,,,,,
2020/7/19,TRUE,,,,,,,,,
2020/7/20,FALSE,,,,,,,,,
2020/7/21,FALSE,,,,,,,,,
2020/7/22,FALSE,,,,,,,,,
2020/7/23,FALSE,,,,,,,,,
2020/7/24,FALSE,,,,,,,,,
2020/7/25,TRUE,,,,,,,,,
2020/7/26,TRUE,,,,,,,,,
2020/7/27,FALSE,,,,,,,,,
2020/7/28,FALSE,,,,,,,,,
2020/7/29,FALSE,,,,,,,,,
2020/7/30,FALSE,,,,,,,,,
2020/7/31,FALSE,,,,,,,,,
2020/8/1,TRUE,,,,,,,,,
2020/8/2,TRUE,,,,,,,,,
2020/8/3,FALSE,,,,,,,,,
2020/8/4,FALSE,,,,,,,,,
2020/8/5,FALSE,,,,,,,,,
2020/8/6,FALSE,,,,,,,,,
2020/8/7,FALSE,,,,,,,,,
2020/8/8,TRUE,,,,,,,,,
2020/8/9,TRUE,,,,,,,,,
2020/8/10,FALSE,,,,,,,,,
2020/8/11,FALSE,,,,,,,,,
2020/8/12,FALSE,,,,,,,,,
2020/8/13,FALSE,,,,,,,,,
2020/8/14,FALSE,,,,,,,,,
2020/8/15,TRUE,,,,,,,,,
2020/8/16,TRUE,,,,,,,,,
2020/8/17,FALSE,,,,,,,,,
2020/8/18,FALSE,,,,,,,,,
2020/8/19,FALSE,,,,,,,,,
2020/8/20,FALSE,,,,,,,,,
2020/8/21,FALSE,,,,,,,,,
2020/8/22,TRUE,,,,,,,,,
2020/8/23,TRUE,,,,,,,,,
2020/8/24,FALSE,,,,,,,,,
2020/8/25,FALSE,,,,,,,,,
2020/8/26,FALSE,,,,,,,,,
2020/8/27,FALSE,,,,,,,,,
2020/8/28,FALSE,,,,,,,,,
2020/8/29,TRUE,,,,,,,,,
2020/8/30,TRUE,,,,,,,,,
2020/8/31,FALSE,,,,,,,,,
2020/9/1,FALSE,,,,,,,,,
2020/9/2,FALSE,,,,,,,,,
2020/9/3,FALSE,,,,,,,,,
2020/9/4,FALSE,,,,,,,,,
2020/9/5,TRUE,,,,,,,,,
2020/9/6,TRUE,,,,,,,,,
2020/9/7,FALSE,,,,,,,,,
2020/9/8,FALSE,,,,,,,,,
2020/9/9,FALSE,,,,,,,,,
2020/9/10,FALSE,,,,,,,,,
2020/9/11,FALSE,,,,,,,,,
2020/9/12,TRUE,,,,,,,,,
2020/9/13,TRUE,,,,,,,,,
2020/9/14,FALSE,,,,,,,,,
2020/9/15,FALSE,,,,,,,,,
2020/9/16,FALSE,,,,,,,,,
2020/9/17,FALSE,,,,,,,,,
2020/9/18,FALSE,,,,,,,,,
2020/9/19,TRUE,,,,,,,,,
2020/9/20,TRUE,,,,,,,,,
2020/9/21,FALSE,,,,,,,,,
2020/9/22,FALSE,,,,,,,,,
2020/9/23,FALSE,,,,,,,,,
2020/9/24,FALSE,,,,,,,,,
2020/9/25,FALSE,,,,,,,,,
2020/9/26,FALSE,,,,,,,,,
2020/9/27,TRUE,,,,,,,,,
2020/9/28,FALSE,,,,,,,,,
2020/9/29,FALSE,,,,,,,,,
2020/9/30,FALSE,,,,,,,,,
2020/10/1,TRUE,,,,,,,,,
2020/10/2,TRUE,,,,,,,,,
2020/10/3,TRUE,,,,,,,,,
2020/10/4,TRUE,,,,,,,,,
2020/10/5,FALSE,,,,,,,,,
2020/10/6,FALSE,,,,,,,,,
2020/10/7,FALSE,,,,,,,,,
2020/10/8,FALSE,,,,,,,,,
2020/10/9,TRUE,,,,,,,,,
2020/10/10,TRUE,,,,,,,,,
2020/10/11,TRUE,,,,,,,,,
2020/10/12,FALSE,,,,,,,,,
2020/10/13,FALSE,,,,,,,,,
2020/10/14,FALSE,,,,,,,,,
2020/10/15,FALSE,,,,,,,,,
2020/10/16,FALSE,,,,,,,,,
2020/10/17,TRUE,,,,,,,,,
2020/10/18,TRUE,,,,,,,,,
2020/10/19,FALSE,,,,,,,,,
2020/10/20,FALSE,,,,,,,,,
2020/10/21,FALSE,,,,,,,,,
2020/10/22,FALSE,,,,,,,,,
2020/10/23,FALSE,,,,,,,,,
2020/10/24,TRUE,,,,,,,,,
2020/10/25,TRUE,,,,,,,,,
2020/10/26,FALSE,,,,,,,,,
2020/10/27,FALSE,,,,,,,,,
2020/10/28,FALSE,,,,,,,,,
2020/10/29,FALSE,,,,,,,,,
2020/10/30,FALSE,,,,,,,,,
2020/10/31,TRUE,,,,,,,,,
2020/11/1,TRUE,,,,,,,,,
2020/11/2,FALSE,,,,,,,,,
2020/11/3,FALSE,,,,,,,,,
2020/11/4,FALSE,,,,,,,,,
2020/11/5,FALSE,,,,,,,,,
2020/11/6,FALSE,,,,,,,,,
2020/11/7,TRUE,,,,,,,,,
2020/11/8,TRUE,,,,,,,,,
2020/11/9,FALSE,,,,,,,,,
2020/11/10,FALSE,,,,,,,,,
2020/11/11,FALSE,,,,,,,,,
2020/11/12,FALSE,,,,,,,,,
2020/11/13,FALSE,,,,,,,,,
2020/11/14,TRUE,,,,,,,,,
2020/11/15,TRUE,,,,,,,,,
2020/11/16,FALSE,,,,,,,,,
2020/11/17,FALSE,,,,,,,,,
2020/11/18,FALSE,,,,,,,,,
2020/11/19,FALSE,,,,,,,,,
2020/11/20,FALSE,,,,,,,,,
2020/11/21,TRUE,,,,,,,,,
2020/11/22,TRUE,,,,,,,,,
2020/11/23,FALSE,,,,,,,,,
2020/11/24,FALSE,,,,,,,,,
2020/11/25,FALSE,,,,,,,,,
2020/11/26,FALSE,,,,,,,,,
2020/11/27,FALSE,,,,,,,,,
2020/11/28,TRUE,,,,,,,,,
2020/11/29,TRUE,,,,,,,,,
2020/11/30,FALSE,,,,,,,,,
2020/12/1,FALSE,,,,,,,,,
2020/12/2,FALSE,,,,,,,,,
2020/12/3,FALSE,,,,,,,,,
2020/12/4,FALSE,,,,,,,,,
2020/12/5,TRUE,,,,,,,,,
2020/12/6,TRUE,,,,,,,,,
2020/12/7,FALSE,,,,,,,,,
2020/12/8,FALSE,,,,,,,,,
2020/12/9,FALSE,,,,,,,,,
2020/12/10,FALSE,,,,,,,,,
2020/12/11,FALSE,,,,,,,,,
2020/12/12,TRUE,,,,,,,,,
2020/12/13,TRUE,,,,,,,,,
2020/12/14,FALSE,,,,,,,,,
2020/12/15,FALSE,,,,,,,,,
2020/12/16,FALSE,,,,,,,,,
2020/12/17,FALSE,,,,,,,,,
2020/12/18,FALSE,,,,,,,,,
2020/12/19,TRUE,,,,,,,,,
2020/12/20,TRUE,,,,,,,,,
2020/12/21,FALSE,,,,,,,,,
2020/12/22,FALSE,,,,,,,,,
2020/12/23,FALSE,,,,,,,,,
2020/12/24,FALSE,,,,,,,,,
2020/12/25,FALSE,,,,,,,,,
2020/12/26,TRUE,,,,,,,,,
2020/12/27,TRUE,,,,,,,,,
2020/12/28,FALSE,,,,,,,,,
2020/12/29,FALSE,,,,,,,,,
2020/12/30,FALSE,,,,,,,,,
2020/12/31,FALSE,,,,,,,,,
2021/1/1,TRUE,,,,,,,,,
2021/1/2,TRUE,,,,,,,,,
2021/1/3,TRUE,,,,,,,,,
2021/1/4,FALSE,,,,,,,,,
2021/1/5,FALSE,,,,,,,,,
2021/1/6,FALSE,,,,,,,,,
2021/1/7,FALSE,,,,,,,,,
2021/1/8,FALSE,,,,,,,,,
2021/1/9,TRUE,,,,,,,,,
2021/1/10,TRUE,,,,,,,,,
2021/1/11,FALSE,,,,,,,,,
2021/1/12,FALSE,,,,,,,,,
2021/1/13,FALSE,,,,,,,,,
2021/1/14,FALSE,,,,,,,,,
2021/1/15,FALSE,,,,,,,,,
2021/1/16,TRUE,,,,,,,,,
2021/1/17,TRUE,,,,,,,,,
2021/1/18,FALSE,,,,,,,,,
2021/1/19,FALSE,,,,,,,,,
2021/1/20,FALSE,,,,,,,,,
2021/1/21,FALSE,,,,,,,,,
2021/1/22,FALSE,,,,,,,,,
2021/1/23,TRUE,,,,,,,,,
2021/1/24,TRUE,,,,,,,,,
2021/1/25,FALSE,,,,,,,,,
2021/1/26,FALSE,,,,,,,,,
2021/1/27,FALSE,,,,,,,,,
2021/1/28,FALSE,,,,,,,,,
2021/1/29,FALSE,,,,,,,,,
2021/1/30,TRUE,,,,,,,,,
2021/1/31,TRUE,,,,,,,,,
2021/2/1,FALSE,,,,,,,,,
2021/2/2,FALSE,,,,,,,,,
2021/2/3,FALSE,,,,,,,,,
2021/2/4,FALSE,,,,,,,,,
2021/2/5,FALSE,,,,,,,,,
2021/2/6,TRUE,,,,,,,,,
2021/2/7,TRUE,,,,,,,,,
2021/2/8,FALSE,,,,,,,,,
2021/2/9,FALSE,,,,,,,,,
2021/2/10,FALSE,,,,,,,,,
2021/2/11,TRUE,,,,,,,,,
2021/2/12,TRUE,,,,,,,,,
2021/2/13,TRUE,,,,,,,,,
2021/2/14,TRUE,,,,,,,,,
2021/2/15,FALSE,,,,,,,,,
2021/2/16,FALSE,,,,,,,,,
2021/2/17,FALSE,,,,,,,,,
2021/2/18,FALSE,,,,,,,,,
2021/2/19,FALSE,,,,,,,,,
2021/2/20,TRUE,,,,,,,,,
2021/2/21,TRUE,,,,,,,,,
2021/2/22,FALSE,,,,,,,,,
2021/2/23,FALSE,,,,,,,,,
2021/2/24,FALSE,,,,,,,,,
2021/2/25,FALSE,,,,,,,,,
2021/2/26,TRUE,,,,,,,,,
2021/2/27,TRUE,,,,,,,,,
2021/2/28,TRUE,,,,,,,,,
2021/3/1,FALSE,,,,,,,,,
2021/3/2,FALSE,,,,,,,,,
2021/3/3,FALSE,,,,,,,,,
2021/3/4,FALSE,,,,,,,,,
2021/3/5,FALSE,,,,,,,,,
2021/3/6,TRUE,,,,,,,,,
2021/3/7,TRUE,,,,,,,,,
2021/3/8,FALSE,,,,,,,,,
2021/3/9,FALSE,,,,,,,,,
2021/3/10,FALSE,,,,,,,,,
2021/3/11,FALSE,,,,,,,,,
2021/3/12,FALSE,,,,,,,,,
2021/3/13,TRUE,,,,,,,,,
2021/3/14,TRUE,,,,,,,,,
2021/3/15,FALSE,,,,,,,,,
2021/3/16,FALSE,,,,,,,,,
2021/3/17,FALSE,,,,,,,,,
2021/3/18,FALSE,,,,,,,,,
2021/3/19,FALSE,,,,,,,,,
2021/3/20,TRUE,,,,,,,,,
2021/3/21,TRUE,,,,,,,,,
2021/3/22,FALSE,,,,,,,,,
2021/3/23,FALSE,,,,,,,,,
2021/3/24,FALSE,,,,,,,,,
2021/3/25,FALSE,,,,,,,,,
2021/3/26,FALSE,,,,,,,,,
2021/3/27,TRUE,,,,,,,,,
2021/3/28,TRUE,,,,,,,,,
2021/3/29,FALSE,,,,,,,,,
2021/3/30,FALSE,,,,,,,,,
2021/3/31,FALSE,,,,,,,,,
2021/4/1,TRUE,,,,,,,,,
2021/4/2,TRUE,,,,,,,,,
2021/4/3,TRUE,,,,,,,,,
2021/4/4,TRUE,,,,,,,,,
2021/4/5,FALSE,,,,,,,,,
2021/4/6,FALSE,,,,,,,,,
2021/4/7,FALSE,,,,,,,,,
2021/4/8,FALSE,,,,,,,,,
2021/4/9,FALSE,,,,,,,,,
2021/4/10,TRUE,,,,,,,,,
2021/4/11,TRUE,,,,,,,,,
2021/4/12,FALSE,,,,,,,,,
2021/4/13,FALSE,,,,,,,,,
2021/4/14,FALSE,,,,,,,,,
2021/4/15,FALSE,,,,,,,,,
2021/4/16,FALSE,,,,,,,,,
2021/4/17,TRUE,,,,,,,,,
2021/4/18,TRUE,,,,,,,,,
2021/4/19,FALSE,,,,,,,,,
2021/4/20,FALSE,,,,,,,,,
2021/4/21,FALSE,,,,,,,,,
2021/4/22,FALSE,,,,,,,,,
2021/4/23,FALSE,,,,,,,,,
2021/4/24,TRUE,,,,,,,,,
2021/4/25,TRUE,,,,,,,,,
2021/4/26,FALSE,,,,,,,,,
2021/4/27,FALSE,,,,,,,,,
2021/4/28,FALSE,,,,,,,,,
2021/4/29,FALSE,,,,,,,,,
2021/4/30,FALSE,,,,,,,,,
