,Yilan,Tainan,Nantou,Taitung,Pingtung,Chiayi,Hualien,Taipei,Miaoli,New Taipei,Taichung,Kaohsiung,Kinmen,Penghu,Changhua,Taoyuan,Hsinchu,Keelung,Lienchiang
2019-01-27,0.2804232804232804,0.3832599118942731,0.35629453681710216,0.26200873362445415,0.10610932475884244,0.8571428571428571,0.20666666666666667,0.2777777777777778,0.4,0.40540540540540543,0.2777777777777778,0.08333333333333333,0.23076923076923078,0.00546448087431694,1.5555555555555556,0.6,0.0,0.0,0.0
2019-01-28,0.13756613756613756,0.36123348017621143,0.2375296912114014,0.34934497816593885,0.09967845659163987,0.5238095238095238,0.16666666666666666,0.07407407407407407,0.3090909090909091,0.4864864864864865,0.14814814814814814,0.06666666666666667,0.13846153846153847,0.0,0.6111111111111112,0.6,0.0,0.0,0.0
2019-01-29,0.1164021164021164,0.34801762114537443,0.23040380047505937,0.23580786026200873,0.10932475884244373,0.42857142857142855,0.18,0.07407407407407407,0.14545454545454545,0.4189189189189189,0.16666666666666666,0.08333333333333333,0.16923076923076924,0.01092896174863388,0.8333333333333334,0.2,0.0,0.0,0.0
2019-01-30,0.15343915343915343,0.4185022026431718,0.24703087885985747,0.2314410480349345,0.10932475884244373,0.42857142857142855,0.19777777777777777,0.037037037037037035,0.09090909090909091,0.35135135135135137,0.12962962962962962,0.08333333333333333,0.09230769230769231,0.01639344262295082,0.6111111111111112,0.0,0.0,0.0,0.0
2019-01-31,0.07407407407407407,0.3110236220472441,0.27790973871733965,0.22270742358078602,0.08038585209003216,0.5238095238095238,0.17467248908296942,0.05555555555555555,0.2545454545454545,0.4864864864864865,0.2962962962962963,0.1,0.09230769230769231,0.00546448087431694,0.7222222222222222,0.6,0.0,0.0,0.0
2019-02-01,0.06435643564356436,0.2529182879377432,0.23130841121495327,0.21397379912663755,0.102803738317757,0.19047619047619047,0.1623931623931624,0.10185185185185185,0.18181818181818182,0.3108108108108108,0.05555555555555555,0.08333333333333333,0.1076923076923077,0.004739336492890996,0.6666666666666666,0.4,0.0,0.0,0.0
2019-02-02,0.1188118811881188,0.3151750972762646,0.3294392523364486,0.30131004366812225,0.12149532710280374,0.6190476190476191,0.16452991452991453,0.09259259259259259,0.2727272727272727,0.4189189189189189,0.14814814814814814,0.08333333333333333,0.2,0.009478672985781991,0.8333333333333334,1.0,0.0,0.0,0.0
2019-02-03,0.07920792079207921,0.19066147859922178,0.2827102803738318,0.2576419213973799,0.1059190031152648,0.38095238095238093,0.13675213675213677,0.09259259259259259,0.05454545454545454,0.22972972972972974,0.09259259259259259,0.06666666666666667,0.16923076923076924,0.014218009478672985,0.5,1.2,0.0,0.0,0.0
2019-02-04,0.10891089108910891,0.1867704280155642,0.26401869158878505,0.2576419213973799,0.09657320872274143,0.47619047619047616,0.11965811965811966,0.12962962962962962,0.09090909090909091,0.25675675675675674,0.018518518518518517,0.06666666666666667,0.13846153846153847,0.018957345971563982,0.05555555555555555,0.2,0.0,0.0,0.0
2019-02-05,0.24752475247524752,0.3968871595330739,0.4883177570093458,0.39737991266375544,0.2772585669781931,0.8571428571428571,0.4230769230769231,0.26851851851851855,0.23636363636363636,0.5135135135135135,0.25925925925925924,0.25,0.15384615384615385,0.037914691943127965,0.9444444444444444,0.4,0.0,0.0,0.0
2019-02-06,0.37623762376237624,0.49416342412451364,0.572429906542056,0.4366812227074236,0.30218068535825543,0.8095238095238095,0.5149572649572649,0.2777777777777778,0.2727272727272727,0.40540540540540543,0.2222222222222222,0.26666666666666666,0.13846153846153847,0.037914691943127965,0.7777777777777778,0.8,0.0,0.0,0.0
2019-02-07,0.3613861386138614,0.5097276264591439,0.616822429906542,0.5021834061135371,0.3177570093457944,1.0,0.4829059829059829,0.2222222222222222,0.36363636363636365,0.43243243243243246,0.2962962962962963,0.35,0.26153846153846155,0.03317535545023697,1.0,1.2,0.0,0.0,0.0
2019-02-08,0.37623762376237624,0.5058365758754864,0.6051401869158879,0.5414847161572053,0.32710280373831774,1.0,0.49572649572649574,0.2037037037037037,0.36363636363636365,0.5,0.2777777777777778,0.4,0.3076923076923077,0.02843601895734597,1.0555555555555556,1.2,0.0,0.0,0.0
2019-02-09,0.2376237623762376,0.4280155642023346,0.32710280373831774,0.33624454148471616,0.1806853582554517,0.8571428571428571,0.25213675213675213,0.05555555555555555,0.45454545454545453,0.5945945945945946,0.14814814814814814,0.21666666666666667,0.26153846153846155,0.018957345971563982,0.6111111111111112,0.6,0.0,0.0,0.0
2019-02-10,0.08415841584158416,0.2607003891050584,0.19158878504672897,0.13973799126637554,0.10903426791277258,0.14285714285714285,0.16452991452991453,0.046296296296296294,0.14545454545454545,0.25675675675675674,0.037037037037037035,0.136986301369863,0.13846153846153847,0.014218009478672985,0.4444444444444444,0.2,0.0,0.0,0.0
2019-02-11,0.07425742574257425,0.37786259541984735,0.24532710280373832,0.10480349344978165,0.11214953271028037,0.23809523809523808,0.17834394904458598,0.05555555555555555,0.10909090909090909,0.16216216216216217,0.1111111111111111,0.0547945205479452,0.18461538461538463,0.023696682464454975,0.5,1.0,0.0,0.0,0.0
2019-02-12,0.0594059405940594,0.3511450381679389,0.18457943925233644,0.13973799126637554,0.09657320872274143,0.23809523809523808,0.18259023354564755,0.07407407407407407,0.05454545454545454,0.32432432432432434,0.07407407407407407,0.0958904109589041,0.2,0.023696682464454975,0.3888888888888889,0.4,0.0,0.0,0.0
2019-02-13,0.14356435643564355,0.32061068702290074,0.21728971962616822,0.17467248908296942,0.12149532710280374,0.3333333333333333,0.16560509554140126,0.08333333333333333,0.03636363636363636,0.2972972972972973,0.05555555555555555,0.0958904109589041,0.23076923076923078,0.023696682464454975,0.6666666666666666,0.0,0.0,0.0,0.0
2019-02-14,0.09405940594059406,0.30976430976430974,0.16822429906542055,0.14410480349344978,0.08722741433021806,0.5714285714285714,0.15527950310559005,0.1574074074074074,0.01818181818181818,0.29333333333333333,0.1111111111111111,0.0958904109589041,0.2153846153846154,0.037914691943127965,0.3333333333333333,0.6,0.0,0.0,0.0
2019-02-15,0.08695652173913043,0.2305194805194805,0.205607476635514,0.12663755458515283,0.0778816199376947,0.14285714285714285,0.12836438923395446,0.2962962962962963,0.07272727272727272,0.28,0.09259259259259259,0.2054794520547945,0.35384615384615387,0.04265402843601896,0.6111111111111112,0.6,0.0,0.0,0.0
2019-02-16,0.18840579710144928,0.43506493506493504,0.352803738317757,0.15283842794759825,0.08722741433021806,0.09523809523809523,0.14084507042253522,0.4537037037037037,0.2909090909090909,0.5733333333333334,0.24074074074074073,0.2054794520547945,0.6461538461538462,0.02843601895734597,0.7222222222222222,1.0,0.0,0.0,0.0
2019-02-17,0.0821256038647343,0.13636363636363635,0.17289719626168223,0.06986899563318777,0.07165109034267912,0.047619047619047616,0.10663983903420524,0.32407407407407407,0.2909090909090909,0.29333333333333333,0.037037037037037035,0.0547945205479452,0.4461538461538462,0.004739336492890996,0.16666666666666666,1.2,0.0,0.0,0.0
2019-02-18,0.024154589371980676,0.16883116883116883,0.14953271028037382,0.048034934497816595,0.06230529595015576,0.23809523809523808,0.1067193675889328,0.16666666666666666,0.03636363636363636,0.21333333333333335,0.037037037037037035,0.0410958904109589,0.07692307692307693,0.03317535545023697,0.05555555555555555,0.0,0.0,0.0,0.0
2019-02-19,0.01932367149758454,0.19480519480519481,0.15654205607476634,0.09170305676855896,0.08099688473520249,0.38095238095238093,0.08102766798418973,0.12037037037037036,0.01818181818181818,0.38666666666666666,0.037037037037037035,0.0410958904109589,0.06153846153846154,0.03317535545023697,0.16666666666666666,0.0,0.0,0.0,0.0
2019-02-20,0.024154589371980676,0.21221864951768488,0.13551401869158877,0.06550218340611354,0.059190031152647975,0.14285714285714285,0.087890625,0.09259259259259259,0.05454545454545454,0.14666666666666667,0.07407407407407407,0.0684931506849315,0.07692307692307693,0.009478672985781991,0.4444444444444444,0.0,0.0,0.0,0.0
2019-02-21,0.033816425120772944,0.21221864951768488,0.13551401869158877,0.056768558951965066,0.06230529595015576,0.19047619047619047,0.05791505791505792,0.12037037037037036,0.01818181818181818,0.13333333333333333,0.05555555555555555,0.0547945205479452,0.046153846153846156,0.03317535545023697,0.5,0.0,0.0,0.0,0.0
2019-02-22,0.03864734299516908,0.2829581993569132,0.1542056074766355,0.07480314960629922,0.04361370716510903,0.23809523809523808,0.059845559845559844,0.16666666666666666,0.01818181818181818,0.17333333333333334,0.12962962962962962,0.1095890410958904,0.13846153846153847,0.03317535545023697,0.5555555555555556,0.0,0.0,0.0,0.0
2019-02-23,0.0966183574879227,0.3504823151125402,0.2546728971962617,0.1062992125984252,0.08722741433021806,0.23809523809523808,0.08108108108108109,0.25925925925925924,0.3090909090909091,0.29333333333333333,0.24074074074074073,0.2602739726027397,0.2,0.04739336492890995,1.2222222222222223,0.0,0.0,0.0,0.0
2019-02-24,0.028985507246376812,0.2379421221864952,0.1308411214953271,0.05905511811023622,0.06853582554517133,0.14285714285714285,0.0637065637065637,0.2222222222222222,0.2545454545454545,0.12,0.07407407407407407,0.0547945205479452,0.09230769230769231,0.03317535545023697,0.2777777777777778,0.0,0.0,0.0,0.0
2019-02-25,0.004830917874396135,0.17363344051446947,0.12850467289719625,0.09448818897637795,0.07476635514018691,0.0,0.07442748091603053,0.09259259259259259,0.07272727272727272,0.16,0.16666666666666666,0.0410958904109589,0.03076923076923077,0.023696682464454975,0.3333333333333333,0.2,0.0,0.0,0.0
2019-02-26,0.014492753623188406,0.16720257234726688,0.12850467289719625,0.05905511811023622,0.04984423676012461,0.09523809523809523,0.07061068702290077,0.1388888888888889,0.09090909090909091,0.04,0.1111111111111111,0.0547945205479452,0.12307692307692308,0.014218009478672985,0.2777777777777778,0.2,0.0,0.0,0.0
2019-02-27,0.16908212560386474,0.19292604501607716,0.27102803738317754,0.10236220472440945,0.08722741433021806,0.2857142857142857,0.1297709923664122,0.2222222222222222,0.07272727272727272,0.25333333333333335,0.24074074074074073,0.1232876712328767,0.3076923076923077,0.04739336492890995,0.4444444444444444,0.0,0.0,0.0,0.0
2019-02-28,0.40096618357487923,0.484375,0.7079439252336449,0.5905511811023622,0.48598130841121495,0.8571428571428571,0.5725190839694656,0.4166666666666667,0.6181818181818182,0.7066666666666667,0.35185185185185186,0.3287671232876712,0.46153846153846156,0.15639810426540285,1.6111111111111112,0.6,0.0,0.0,0.0
2019-03-01,0.4106280193236715,0.5167173252279635,0.6247240618101545,0.5637065637065637,0.3993993993993994,1.0,0.5151515151515151,0.4166666666666667,0.6909090909090909,0.7142857142857143,0.25925925925925924,0.3287671232876712,0.5076923076923077,0.17142857142857143,1.5,0.8,0.0,0.0,0.0
2019-03-02,0.25120772946859904,0.45288753799392095,0.4105960264900662,0.37065637065637064,0.23123123123123124,0.8095238095238095,0.2796934865900383,0.37037037037037035,0.509090909090909,0.5476190476190477,0.3333333333333333,0.1643835616438356,0.46153846153846156,0.12244897959183673,1.1666666666666667,0.8,0.0,0.0,0.0
2019-03-03,0.033816425120772944,0.1702127659574468,0.11699779249448124,0.0694980694980695,0.08408408408408409,0.0,0.06896551724137931,0.24074074074074073,0.21818181818181817,0.16666666666666666,0.12962962962962962,0.0821917808219178,0.23076923076923078,0.0326530612244898,0.4444444444444444,0.4,0.0,0.0,0.0
2019-03-04,0.028985507246376812,0.14285714285714285,0.12582781456953643,0.05405405405405406,0.057057057057057055,0.0,0.08538899430740038,0.2037037037037037,0.10909090909090909,0.14285714285714285,0.05555555555555555,0.0273972602739726,0.06153846153846154,0.012244897959183673,0.3333333333333333,1.4,0.0,0.0,0.0
2019-03-05,0.033816425120772944,0.1094224924012158,0.1346578366445916,0.09652509652509653,0.057057057057057055,0.14285714285714285,0.07210626185958255,0.26851851851851855,0.03636363636363636,0.11904761904761904,0.037037037037037035,0.0136986301369863,0.03076923076923077,0.044897959183673466,0.1111111111111111,0.8,0.0,0.0,0.0
2019-03-06,0.033816425120772944,0.14893617021276595,0.10816777041942605,0.0694980694980695,0.06006006006006006,0.09523809523809523,0.07210626185958255,0.25925925925925924,0.2545454545454545,0.10714285714285714,0.05555555555555555,0.0410958904109589,0.03076923076923077,0.053061224489795916,0.5,0.0,0.0,0.0,0.0
2019-03-07,0.028985507246376812,0.12759643916913946,0.12141280353200883,0.08494208494208494,0.06606606606606606,0.14285714285714285,0.07590132827324478,0.35185185185185186,0.01818181818181818,0.16666666666666666,0.05555555555555555,0.0410958904109589,0.015384615384615385,0.024489795918367346,0.2222222222222222,0.0,0.0,0.0,0.0
2019-03-08,0.05314009661835749,0.1572700296735905,0.1545253863134658,0.1274131274131274,0.07507507507507508,0.047619047619047616,0.08159392789373814,0.37962962962962965,0.05454545454545454,0.14285714285714285,0.14814814814814814,0.1917808219178082,0.16923076923076924,0.044897959183673466,0.2777777777777778,0.4,0.0,0.0,0.0
2019-03-09,0.2463768115942029,0.35311572700296734,0.3598233995584989,0.25868725868725867,0.1111111111111111,0.5714285714285714,0.15370018975332067,0.5092592592592593,0.5454545454545454,0.3333333333333333,0.3333333333333333,0.1780821917808219,0.15384615384615385,0.044897959183673466,1.1111111111111112,1.0,0.0,0.0,0.0
2019-03-10,0.09178743961352658,0.16913946587537093,0.22737306843267108,0.11969111969111969,0.08108108108108109,0.19047619047619047,0.10246679316888045,0.3611111111111111,0.36363636363636365,0.2261904761904762,0.12962962962962962,0.1095890410958904,0.2153846153846154,0.02857142857142857,0.3888888888888889,0.2,0.0,0.0,0.0
2019-03-11,0.06280193236714976,0.11275964391691394,0.19205298013245034,0.155893536121673,0.07207207207207207,0.0,0.14800759013282733,0.3333333333333333,0.05454545454545454,0.14285714285714285,0.07407407407407407,0.0410958904109589,0.09230769230769231,0.04081632653061224,0.2777777777777778,0.4,0.0,0.0,0.0
2019-03-12,0.03755868544600939,0.13056379821958458,0.1280353200883002,0.16236162361623616,0.057057057057057055,0.14285714285714285,0.11954459203036052,0.3148148148148148,0.03636363636363636,0.23809523809523808,0.05555555555555555,0.1232876712328767,0.03076923076923077,0.044897959183673466,0.2777777777777778,1.2,0.0,0.0,0.0
2019-03-13,0.05504587155963303,0.18694362017804153,0.1368653421633554,0.1033210332103321,0.06606606606606606,0.19047619047619047,0.127134724857685,0.24074074074074073,0.03636363636363636,0.2261904761904762,0.0,0.0684931506849315,0.09230769230769231,0.0163265306122449,0.8333333333333334,0.0,0.0,0.0,0.0
2019-03-14,0.04128440366972477,0.16023738872403562,0.1456953642384106,0.15129151291512916,0.06306306306306306,0.14285714285714285,0.08671586715867159,0.26851851851851855,0.01818181818181818,0.20238095238095238,0.018518518518518517,0.0958904109589041,0.1076923076923077,0.04081632653061224,0.16666666666666666,0.0,0.0,0.0,0.0
2019-03-15,0.15137614678899083,0.20474777448071216,0.1986754966887417,0.17343173431734318,0.07207207207207207,0.09523809523809523,0.14206642066420663,0.3055555555555556,0.14545454545454545,0.15476190476190477,0.18518518518518517,0.2054794520547945,0.13846153846153847,0.05714285714285714,0.6666666666666666,0.8,0.0,0.0,0.0
2019-03-16,0.24311926605504589,0.4391691394658754,0.32450331125827814,0.3025830258302583,0.13513513513513514,0.3333333333333333,0.2158671586715867,0.3888888888888889,0.5272727272727272,0.5,0.18518518518518517,0.2328767123287671,0.18461538461538463,0.06938775510204082,1.0555555555555556,1.0,0.0,0.0,0.0
2019-03-17,0.13761467889908258,0.2433234421364985,0.18984547461368653,0.16236162361623616,0.08108108108108109,0.047619047619047616,0.14022140221402213,0.2962962962962963,0.2727272727272727,0.2261904761904762,0.07407407407407407,0.1232876712328767,0.1076923076923077,0.0326530612244898,0.3333333333333333,1.0,0.0,0.0,0.0
2019-03-18,0.05045871559633028,0.1661721068249258,0.17218543046357615,0.13284132841328414,0.09009009009009009,0.19047619047619047,0.11070110701107011,0.23148148148148148,0.01818181818181818,0.25,0.037037037037037035,0.0958904109589041,0.09230769230769231,0.044897959183673466,0.2222222222222222,0.4,0.0,0.0,0.0
2019-03-19,0.022935779816513763,0.1394658753709199,0.1280353200883002,0.15272727272727274,0.09309309309309309,0.14285714285714285,0.10516605166051661,0.28703703703703703,0.01818181818181818,0.07142857142857142,0.05555555555555555,0.0684931506849315,0.13846153846153847,0.036734693877551024,0.1111111111111111,0.2,0.0,0.0,0.0
2019-03-20,0.05963302752293578,0.19881305637982197,0.15673289183222958,0.10181818181818182,0.06006006006006006,0.09523809523809523,0.12915129151291513,0.21296296296296297,0.03636363636363636,0.05952380952380952,0.05555555555555555,0.0958904109589041,0.1076923076923077,0.05714285714285714,0.16666666666666666,0.0,0.0,0.0,0.0
2019-03-21,0.04504504504504504,0.18397626112759644,0.11920529801324503,0.12,0.1021021021021021,0.09523809523809523,0.11254612546125461,0.28703703703703703,0.18181818181818182,0.07142857142857142,0.018518518518518517,0.1643835616438356,0.1076923076923077,0.05714285714285714,0.2777777777777778,0.8,0.0,0.0,0.0
2019-03-22,0.07792207792207792,0.27596439169139464,0.1986754966887417,0.1781818181818182,0.10810810810810811,0.047619047619047616,0.11070110701107011,0.2962962962962963,0.2909090909090909,0.13095238095238096,0.037037037037037035,0.3150684931506849,0.12307692307692308,0.09795918367346938,0.8888888888888888,0.2,0.0,0.0,0.0
2019-03-23,0.17316017316017315,0.3798219584569733,0.4260485651214128,0.29818181818181816,0.21021021021021022,0.5238095238095238,0.2177121771217712,0.3611111111111111,0.36363636363636365,0.2857142857142857,0.0851063829787234,0.3698630136986301,0.24615384615384617,0.10612244897959183,0.8333333333333334,0.4,0.0,0.0,0.0
2019-03-24,0.05627705627705628,0.21364985163204747,0.19426048565121412,0.14545454545454545,0.10810810810810811,0.14285714285714285,0.12730627306273062,0.2037037037037037,0.32727272727272727,0.11904761904761904,0.09574468085106383,0.1095890410958904,0.1076923076923077,0.061224489795918366,0.3333333333333333,0.8,0.0,0.0,0.0
2019-03-25,0.04329004329004329,0.13056379821958458,0.17880794701986755,0.11785714285714285,0.10510510510510511,0.14285714285714285,0.0996309963099631,0.16666666666666666,0.12727272727272726,0.08333333333333333,0.0851063829787234,0.0958904109589041,0.12307692307692308,0.08571428571428572,0.1111111111111111,0.4,0.0,0.0,0.0
2019-03-26,0.07792207792207792,0.13056379821958458,0.16556291390728478,0.06428571428571428,0.09009009009009009,0.14285714285714285,0.12637362637362637,0.2037037037037037,0.01818181818181818,0.09523809523809523,0.11702127659574468,0.1095890410958904,0.09230769230769231,0.07346938775510205,0.1111111111111111,0.8,0.0,0.0,0.0
2019-03-27,0.047619047619047616,0.14540059347181009,0.15011037527593818,0.09642857142857143,0.08408408408408409,0.19047619047619047,0.1336996336996337,0.18518518518518517,0.01818181818181818,0.047619047619047616,0.07446808510638298,0.0410958904109589,0.046153846153846156,0.06938775510204082,0.16666666666666666,0.0,0.0,0.0,0.0
2019-03-28,0.06493506493506493,0.1394658753709199,0.10375275938189846,0.07857142857142857,0.0960960960960961,0.14285714285714285,0.08608058608058608,0.19444444444444445,0.12727272727272726,0.10714285714285714,0.010638297872340425,0.0547945205479452,0.12307692307692308,0.08571428571428572,0.4444444444444444,1.2,0.0,0.0,0.0
2019-03-29,0.08658008658008658,0.21364985163204747,0.20088300220750552,0.20357142857142857,0.10510510510510511,0.2857142857142857,0.10507246376811594,0.23148148148148148,0.03636363636363636,0.14285714285714285,0.06382978723404255,0.1643835616438356,0.2,0.10612244897959183,0.5,1.6,0.0,0.0,0.0
2019-03-30,0.15151515151515152,0.45103857566765576,0.3465783664459161,0.31785714285714284,0.2222222222222222,0.8095238095238095,0.24456521739130435,0.3055555555555556,0.5636363636363636,0.2857142857142857,0.11702127659574468,0.1232876712328767,0.23076923076923078,0.13877551020408163,1.0,1.8,0.0,0.0,0.0
2019-03-31,0.05194805194805195,0.23738872403560832,0.20088300220750552,0.22857142857142856,0.14414414414414414,0.0,0.15942028985507245,0.18518518518518517,0.09090909090909091,0.15476190476190477,0.06382978723404255,0.0821917808219178,0.13846153846153847,0.15510204081632653,0.7222222222222222,0.6,0.0,0.0,0.0
2019-04-01,0.07203389830508475,0.15082644628099173,0.17218543046357615,0.21428571428571427,0.13813813813813813,0.047619047619047616,0.18074324324324326,0.1388888888888889,0.03636363636363636,0.2261904761904762,0.09574468085106383,0.05583756345177665,0.15384615384615385,0.1346938775510204,0.5555555555555556,0.7,0.0,0.0,0.0
2019-04-02,0.07627118644067797,0.18801652892561985,0.1545253863134658,0.18214285714285713,0.12312312312312312,0.09523809523809523,0.15878378378378377,0.17592592592592593,0.0,0.17857142857142858,0.09574468085106383,0.04568527918781726,0.1076923076923077,0.10204081632653061,0.4444444444444444,0.0,0.0,0.0,0.0
2019-04-03,0.15254237288135594,0.2190082644628099,0.26490066225165565,0.22857142857142856,0.16816816816816818,0.3333333333333333,0.21452702702702703,0.17592592592592593,0.01818181818181818,0.23809523809523808,0.22340425531914893,0.04568527918781726,0.12307692307692308,0.11020408163265306,0.6111111111111112,0.3,0.0,0.0,0.0
2019-04-04,0.3008474576271186,0.43388429752066116,0.5231788079470199,0.5714285714285714,0.3259668508287293,0.9523809523809523,0.4239864864864865,0.3425925925925926,0.5454545454545454,0.5714285714285714,0.20212765957446807,0.12690355329949238,0.1076923076923077,0.3020408163265306,1.9444444444444444,0.6,0.0,0.0,0.0
2019-04-05,0.3050847457627119,0.45454545454545453,0.6181015452538632,0.6357142857142857,0.3259668508287293,0.9523809523809523,0.46114864864864863,0.3425925925925926,0.5272727272727272,0.6071428571428571,0.19148936170212766,0.20304568527918782,0.38461538461538464,0.37551020408163266,1.7777777777777777,0.5,0.0,0.0,0.0
2019-04-06,0.2288135593220339,0.39669421487603307,0.4613686534216336,0.41785714285714287,0.27900552486187846,0.8095238095238095,0.28209459459459457,0.2962962962962963,0.4909090909090909,0.4880952380952381,0.22340425531914893,0.10152284263959391,0.35384615384615387,0.1836734693877551,1.5,0.6,0.0,0.0,0.0
2019-04-07,0.05508474576271186,0.14256198347107438,0.18101545253863136,0.12142857142857143,0.1122715404699739,0.09523809523809523,0.09966216216216216,0.14814814814814814,0.07272727272727272,0.11904761904761904,0.07446808510638298,0.03553299492385787,0.24615384615384617,0.1306122448979592,0.5,0.2,0.0,0.0,0.0
2019-04-08,0.03389830508474576,0.12396694214876033,0.16335540838852097,0.10357142857142858,0.09660574412532637,0.3333333333333333,0.11655405405405406,0.12962962962962962,0.2545454545454545,0.19047619047619047,0.031914893617021274,0.06598984771573604,0.1076923076923077,0.11428571428571428,0.48,0.2,0.0,0.0,0.0
2019-04-09,0.059322033898305086,0.14256198347107438,0.11479028697571744,0.10714285714285714,0.09138381201044386,0.5714285714285714,0.13006756756756757,0.12962962962962962,0.01818181818181818,0.023809523809523808,0.0425531914893617,0.03553299492385787,0.09230769230769231,0.10612244897959183,0.24,0.0,0.0,0.0,0.0
2019-04-10,0.05508474576271186,0.14049586776859505,0.11479028697571744,0.14285714285714285,0.08616187989556136,0.42857142857142855,0.10810810810810811,0.12037037037037036,0.0,0.11904761904761904,0.0425531914893617,0.06598984771573604,0.18461538461538463,0.11836734693877551,0.2,0.1,0.0,0.0,0.0
2019-04-11,0.05084745762711865,0.17355371900826447,0.1545253863134658,0.09285714285714286,0.07049608355091384,0.42857142857142855,0.1097972972972973,0.1388888888888889,0.09090909090909091,0.21428571428571427,0.05319148936170213,0.07614213197969544,0.046153846153846156,0.09387755102040816,0.32,0.1,0.0,0.0,0.0
2019-04-12,0.059322033898305086,0.16322314049586778,0.17660044150110377,0.24285714285714285,0.09923664122137404,0.23809523809523808,0.15371621621621623,0.2962962962962963,0.01818181818181818,0.25,0.1702127659574468,0.14213197969543148,0.2,0.12244897959183673,0.36,0.0,0.0,0.0,0.0
2019-04-13,0.21610169491525424,0.29243353783231085,0.37969094922737306,0.3142857142857143,0.178117048346056,0.7619047619047619,0.19087837837837837,0.4444444444444444,0.509090909090909,0.5357142857142857,0.26595744680851063,0.25888324873096447,0.3230769230769231,0.19591836734693877,1.32,0.1,0.0,0.0,0.0
2019-04-14,0.11440677966101695,0.18200408997955012,0.24944812362030905,0.17333333333333334,0.08651399491094147,0.10344827586206896,0.11655405405405406,0.2222222222222222,0.12727272727272726,0.2619047619047619,0.1276595744680851,0.07614213197969544,0.12307692307692308,0.21224489795918366,1.12,0.4,0.0,0.0,0.0
2019-04-15,0.07883817427385892,0.1312127236580517,0.20088300220750552,0.16333333333333333,0.09592326139088729,0.10344827586206896,0.11148648648648649,0.23148148148148148,0.10909090909090909,0.13095238095238096,0.07446808510638298,0.04060913705583756,0.2153846153846154,0.11020408163265306,0.4,0.2,0.0,0.0,0.0
2019-04-16,0.08713692946058091,0.1411530815109344,0.15673289183222958,0.15333333333333332,0.09832134292565947,0.06896551724137931,0.13006756756756757,0.2222222222222222,0.01818181818181818,0.19047619047619047,0.10784313725490197,0.04568527918781726,0.16923076923076924,0.08571428571428572,0.52,0.4,0.0,0.0,0.0
2019-04-17,0.058091286307053944,0.14512922465208747,0.18763796909492272,0.12333333333333334,0.10071942446043165,0.06896551724137931,0.16554054054054054,0.2037037037037037,0.0,0.2976190476190476,0.18627450980392157,0.08121827411167512,0.15384615384615385,0.24081632653061225,0.48,0.0,0.0,0.0,0.0
2019-04-18,0.08713692946058091,0.18058252427184465,0.16997792494481237,0.1895424836601307,0.11270983213429256,0.13793103448275862,0.12162162162162163,0.28703703703703703,0.09090909090909091,0.2619047619047619,0.11764705882352941,0.116751269035533,0.16923076923076924,0.42857142857142855,0.2,0.2,0.0,0.0,0.0
2019-04-19,0.12033195020746888,0.21359223300970873,0.26048565121412803,0.20915032679738563,0.14388489208633093,0.034482758620689655,0.14695945945945946,0.3888888888888889,0.09090909090909091,0.313953488372093,0.22549019607843138,0.29441624365482233,0.3230769230769231,0.3469387755102041,0.8,0.0,0.0,0.0,0.0
2019-04-20,0.2572614107883817,0.34368932038834954,0.4326710816777042,0.3333333333333333,0.21342925659472423,0.5517241379310345,0.17736486486486486,0.4074074074074074,0.38181818181818183,0.6037735849056604,0.30392156862745096,0.2639593908629442,0.3230769230769231,0.2816326530612245,0.84,0.6,0.0,0.0,0.0
2019-04-21,0.17012448132780084,0.17475728155339806,0.18984547461368653,0.18412698412698414,0.0815347721822542,0.10344827586206896,0.12162162162162163,0.2222222222222222,0.23636363636363636,0.3113207547169811,0.16666666666666666,0.15736040609137056,0.2153846153846154,0.3183673469387755,0.28,0.2,0.0,0.0,0.0
2019-04-22,0.0954356846473029,0.1533980582524272,0.1368653421633554,0.14825581395348839,0.11750599520383694,0.0,0.11486486486486487,0.2222222222222222,0.09090909090909091,0.1792452830188679,0.22549019607843138,0.14427860696517414,0.2,0.39591836734693875,0.4,0.1,0.0,0.0,0.0
2019-04-23,0.10612244897959183,0.14563106796116504,0.1456953642384106,0.11627906976744186,0.1223021582733813,0.20689655172413793,0.13175675675675674,0.16666666666666666,0.05454545454545454,0.10377358490566038,0.16666666666666666,0.15920398009950248,0.1076923076923077,0.1673469387755102,0.44,0.1,0.0,0.0,0.0
2019-04-24,0.07755102040816327,0.1533980582524272,0.18984547461368653,0.1151685393258427,0.11750599520383694,0.13793103448275862,0.12837837837837837,0.19444444444444445,0.01818181818181818,0.10377358490566038,0.16666666666666666,0.16417910447761194,0.06153846153846154,0.21224489795918366,0.76,0.0,0.0,0.0,0.0
2019-04-25,0.05714285714285714,0.17475728155339806,0.17439293598233996,0.11797752808988764,0.10071942446043165,0.13793103448275862,0.12837837837837837,0.2962962962962963,0.05454545454545454,0.08490566037735849,0.0392156862745098,0.12935323383084577,0.046153846153846156,0.34285714285714286,0.48,0.6,0.0,0.0,0.0
2019-04-26,0.132,0.1883495145631068,0.2560706401766004,0.17696629213483145,0.15347721822541965,0.3448275862068966,0.17229729729729729,0.3425925925925926,0.10909090909090909,0.2641509433962264,0.11764705882352941,0.21393034825870647,0.1076923076923077,0.2979591836734694,0.48,0.1,0.0,0.0,0.0
